"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV",
"24","05","UP","0524GC001","","","","","24","05","UP","0524GC001","","","24","05","02","6","15","AM","12","0","0","0","0","","LOTTIE","112.51","22","73","1","1","010","E","LLM2","2","133","7","Y","YARD 021","1","","2","WLPX","082376","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","115501","0","S016","","0","0","0","0","S016","2","1","010","160155","","22C077","0","000000","0","1","0","0","0","03","16","","","3","5","","CL","","","","322","","2024","0","0","0","0","0","0","POINTE COUPEE","077","","","","N","68","1","UTR15-1 WAS PULLING BOWL TRACK 21 AND WHILE PULLING CARS OUT THE UTILITY PERSON DISCOVERED TWO CARS","THAT WERE CRUMPLED FROM A HARD COUPLING. UTR15 REPORTED FINDINGS TO THE YARD CONTROLLER AND THE MECH","ANICAL DEPARTMENT WAS NOTIFIED. NAHX581034 WAS INTHE TRACK AND WLPX82376 WAS HUMPED INTO THE TRACK,","CAUSING A HARD COUPLE.","","","","","","","","","","","","2","30.526206","-91.555185","2","5","L","","","LIVONIA SUB",
"24","05","UP","0524GC001","","","","","24","05","UP","0524GC001","","","24","05","02","6","15","AM","12","0","0","0","0","","LOTTIE","112.51","22","73","1","1","000","E","","","31","5","N","YARD 021","1","","2","NAHX","581034","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","44654","0","S016","","0","0","0","0","S016","2","1","010","160155","","22C077","0","000000","0","0","0","0","0","","","","","1","5","","CL","","","","322","","2024","0","0","0","0","0","0","POINTE COUPEE","077","","","","N","68","0","UTR15-1 WAS PULLING BOWL TRACK 21 AND WHILE PULLING CARS OUT THE UTILITY PERSON DISCOVERED TWO CARS","THAT WERE CRUMPLED FROM A HARD COUPLING. UTR15 REPORTED FINDINGS TO THE YARD CONTROLLER AND THE MECH","ANICAL DEPARTMENT WAS NOTIFIED. NAHX581034 WAS INTHE TRACK AND WLPX82376 WAS HUMPED INTO THE TRACK,","CAUSING A HARD COUPLE.","","","","","","","","","","","","0","30.526206","-91.555185","2","5","L","","","LIVONIA SUB",
"24","05","UP","0524GC005","24","05","WATX","PENDING","24","05","XRPO","INDUSTRY","","","24","05","03","1","25","PM","12","0","0","0","0","","SULPHUR","233.65","22","67","2","3","005","E","MBTL","3","713","1","Y","YARD 104","1","","2","EQUX","019700","015","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","4","0","0","25639","0","H999","","0","0","0","0","H999","2","1","005","25639","","22C019","0","000000","0","1","0","1","0","09","25","09","25","1","5","","CL","","","","368","","2024","0","0","0","0","0","0","CALCASIEU","019","","","","N","934","2","THE MBTLK-03 WAS PULLING EAST INTO TRACK 104 IN BRIMSTONE SITT YARD, WHEN WATCO SWITCHER TRAVELING W","EST ON THE SWITCHING LEAD FAILED TO STOP AND SIDESWIPED THE REAR OF THE FIRST CAR BEHIND THE LOCOMOT","IVE (UP8227) AND THE NEXT TWO CARS FOLLOWING BEFORE STOPPING, WHICH RESULTED IN FOUR CARS BEING DERA","ILED. **INDUSTRY MAINTAINS TRACK** **WATCO EQUIPMENT DAMAGE E= $__**","","","","","","","","","","","","0","30.237232","-93.463592","2","5","K","","","LAFAYETTE SUB",
"24","05","NS","156676","","","","","24","05","NS","156676","","","24","05","12","2","30","AM","04","3","0","0","0","","DETROIT","D006.0","26","60","4","1","004","E","120L","3","7205","1","Y","CLASS LEAD EB","1","","2","TTGX","704330","062","Y","","","000","","2","0","0","0","0","0","0","0","0","0","100","0","13","0","1","0","0","0","0","0","31500","4000","H702","H704","0","0","0","0","H702","2","1","004","67000","","26C163","0","000000","0","1","2","1","0","08","","08","","3","4","","1","","","","247","","2024","0","0","0","0","0","0","WAYNE","163","","","","N","10184","2","TRAIN 120L610 SIDE SWIPED 255L611 RESULTING IN A DERAILMENT. CONDUCTOR MISALIGNED A SWITCH FOR THE I","NTENDED ROUTE. THIS CAUSING A DERAILMENT AFTER THE TRAIN PULLED BACK OVER THE SWITCH.  TRAIN 256L611","CAR COUNT CONFIRMED 100 LOADS AND 137 EMPTIES.","","","","","","","","","","","","","0","42.282906","-83.154444","2","5","K","","","DETROIT HUNTINGTON",
"24","05","NS","156676","","","","","24","05","NS","156676","","","24","05","12","2","30","AM","04","0","0","0","0","","DETROIT","D006.0","26","60","4","1","003","E","256L","4","931","1","Y","CLASS LEAD EB","1","","2","TCSZ","468494","045","N","","","000","","1","0","0","0","0","0","0","0","0","0","100","0","137","0","0","3","0","0","0","0","31500","0","H702","H704","0","0","0","0","H702","2","1","004","67000","","26C163","0","000000","0","1","0","1","0","08","50","08","50","1","4","","1","","","","248","","2024","0","0","0","0","0","0","WAYNE","163","","","","N","524","1","TRAIN 120L610 SIDE SWIPED 255L611 RESULTING IN A DERAILMENT. CONDUCTOR MISALIGNED A SWITCH FOR THE I","NTENDED ROUTE. THIS CAUSING A DERAILMENT AFTER THE TRAIN PULLED BACK OVER THE SWITCH.   TRAIN 256L61","1 CAR COUNT CONFIRMED 100 LOADS AND 137 EMPTIES.","","","","","","","","","","","","","0","42.282906","-83.154444","2","5","K","","","DETROIT HUNTINGTON",
"24","05","BNSF","HL0524101","","","","","24","05","BNSF","HL0524101","","","24","05","02","4","30","AM","13","3","0","0","0","","MENFRO","86.6","29","71","1","2","040","E","HGAL","2","11449","1","Y","SINGLE MAIN TRACK","4","20.09","1","BNSF","006184","001","","","","000","","2","0","0","0","1","0","0","0","0","0","79","0","56","0","0","0","0","0","0","0","12500","0","M404","","0","0","0","0","M404","1","4","040","12500","","29C157","0","000000","0","1","0","1","0","07","","07","","1","6","","1","","","","114","","2024","0","0","0","0","0","0","PERRY","157","","","","N","8318","2","H-GALMEM9-01A REPORTED STRIKING A TREE FOULING SINGLE MAIN TRACK CAUSING DAMAGE TO LOCOMOTIVE. NO HA","ZMAT RELEASED.","","","","","","","","","","","","","","0","37.788453","-89.747343","1","1","Q","","","RIVER",
"24","02","CSX","000215969","","","","","24","02","CSX","000215969","","","24","02","05","6","25","AM","01","0","0","0","0","","ROCKY MOUNT","0121.0","37","38","1","1","006","E","Y390","1","0","7","Y","A 31","1","0000.0","2","BNSF","729279","009","N","","","000","","1","0","0","0","0","0","0","0","0","0","9","0","34","0","0","0","0","1","0","0","81559","655","H702","","0","0","0","0","H702","2","1","006","82214","","37C065","0","000000","0","0","0","1","0","","","07","25","1","3","","1","","","","79","","2024","0","0","0","0","0","0","EDGECOMBE","065","00","00","","N","60","0","Y39004 RAN THRU THE A30 SWITCH THEN SHOVED BACK AND DERAILED 1 CAR BNSF 729279.","","","","","","","","","","","","","","","1","35.917687","-77.805567","2","5","K","","","SOUTH END",
"24","04","ATK","179143","","","","","24","04","ATK","179143","","","24","04","05","1","10","AM","09","0","0","0","0","","LONG ISLAND CITY","2.9","36","40","4","1","030","E","2190","4","0","2","Y","LOOP TWO","1","0","1","AMT","002031","001","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","23542","0","M402","","0","1","0","1","M402","1","1","030","23542","","36C081","1","000000","0","1","0","1","0","03","10","03","10","1","1","","6","","","","211","","2024","0","1","0","0","0","0","QUEENS","081","","","","N","665","1","AN EMPLOYEE WAS DIGGING USING A BACKHOE BETWEEN LOOP 1 AND LOOP 2 AT F INTERLOCKING. THE EMPLOYEES W","ERE WORKING ON THE LONG TERM ESA LINE 1 OUTAGE WHEN AN ACELA TRAIN OPERATING WEST ON LOOP 2 STRUCK T","HE BACKHOE.","","","","","","","","","","","","","0","40.745157","-73.939066","1","1","J","Q","","NORTHEAST CORRIDOR",
"24","05","LI","82446","","","","","24","05","LI","82446","","","24","05","04","2","10","PM","09","0","0","0","0","","FLUSHING MEADOWS","4.8","36","59","2","2","060","E","LI 6","4","0","D","Y","TRACK 01","3","9.2","1","LI","007199","001","Y","","","000","N","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","409031","0","M404","","0","0","0","0","M404","1","3","060","409031","","36C081","0","000000","0","1","0","1","1","07","54","07","54","1","1","","No","","","","147","","2024","0","0","0","0","0","0","QUEENS","081","","","","Y","850","1","LI TRAIN 6453 REPORTED STOPPING WEST OF METS WILLETS-POINT STATION AT MILEPOST 4.8, DUE TO A MATTRES","S BEING STUCK BETWEEN THE FIRST AND SECOND CAR.","","","","","","","","","","","","","","0","40.752269","-73.844592","1","1","A","J","","PORT WASHINGTON",
"24","03","BEAR","BER745924O","24","03","NS","156178","24","03","BEAR","BER745924O","","","24","03","28","1","35","AM","01","0","0","0","0","","MECHANICVILLE","468","36","46","4","1","000","","","4","0","","","ST4","","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","H704","H306","0","0","0","0","H704","2","","000","20000","","36C091","0","000000","0","","","","","","","","","1","1","","0","","","","200","","2024","0","0","0","0","0","0","SARATOGA","091","","","","","","","NS 265-9628 SHOVED EAST ON ST4 RUNNING THRU ST1 SWITCH. DOUBLED UP AND RECEIVED LIGHT TO DEPART. DER","AILED UPON DEPARTING AT PREVIOUSLY RUN THRU SWITCH. EQUIPMENT REPAIRS HAVE TOTALED UP TO $34,266.84.","","","","","","","","","","","","","","","42.91201","-73.70466","1","5","","","","FML",
"24","04","MNCW","82213","","","","","24","04","MNCW","82213","","","24","04","04","1","40","AM","01","0","0","0","0","","WHITE PLAINS","23.9","36","37","4","3","008","E","597","1","0","D","Y","TRACK 12","1","","2","MNCW","004321","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1","0","36463","0","H702","H799","0","0","0","0","H702","2","1","008","36463","","36C119","0","000000","0","1","0","2","0","10","08","10","08","1","1","","6","","","","135","","2024","0","0","0","0","0","0","WESTCHESTER","119","00","00","","N","510","1","TRAIN 597 WAS OPERATING INTO TRACK 12 IN NWP YARD WHEN BOTH AXLES OF THE F-END TRUCK OF LEAD UNIT 43","21 DERAILED OVER THE 13/12S SWITCH.","","","","","","","","","","","","","","0","41.054086","-73.771527","2","5","K","","","MNR  HARLEM LINE",
"24","04","NS","156471","","","","","24","04","NS","156471","","","24","04","24","5","50","PM","13","0","0","0","0","","FAIRH SCAN","PC098.","39","40","3","2","002","E","HJ22","3","0","7","Y","5 YARD DIVIDER","1","","2","NS","005208","001","N","","","000","","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","1200","H702","","0","0","0","0","H702","2","1","002","1256","","39C151","0","000000","0","1","0","0","0","08","15","","","1","2","","1","","","","193","","2024","0","0","0","0","0","0","STARK","151","00","00","","N","180","0","HJ22 ADVANCED OUT OF 519 MADE A REVERSE MOVE OVER LITTLE 5 SWITCH AFTER RUNNING THROUGH THE SWITCH B","E THE SAME CREW AND DERAILED THE 5208 LEAD AXLE. NO INJURIES AND 5208 LOCOMOTIVE WAS DAMAGED.","","","","","","","","","","","","","","3","40.81893","-81.313846","2","5","K","","","KEYSTONE",
"24","03","CUOH","CUO739724D","","","","","24","03","XAXX","INDUSTRY","","","24","03","19","3","48","AM","01","0","0","0","0","","AMSTERDAM","70.4","39","30","4","2","008","R","MIMJ","1","9690","1","Y","SINGLE MAIN TRACK","1","2.600","1","NKLX","800234","021","Y","","","000","","2","0","0","0","0","0","0","0","0","0","80","0","0","0","0","4","0","0","0","0","0","138520","T221","","0","0","0","0","T221","1","1","009","177781","","39C067","0","000000","0","1","0","1","0","06","48","06","48","2","2","","Cl","","","","287","","2024","0","0","0","0","0","0","HARRISON","067","","","","N","","","MIMJ-18 CREW WAS PULLING NORTH ON THE PINEY FORK WITH 2 NS LOCOMOTIVES AND 80 LOADS WHEN THE TRAIN W","ENT INTO EMERGENCY AT MP 70.40. THE CONDUCTOR WALKED THE TRAIN AND FOUND LINES 21-24 (4 CARS) HAD DE","RAILED, 3 OF WHICH WENT ONTO THEIR SIDE AND ALL 12 CONTAINERS FELL OFF OF THOSE 3 CARS.","","","","","","","","","","","","","0","40.400817","-80.905167","2","2","","","","PINEY FORK",
"24","05","NS","156896","","","","","24","05","NS","156896","","","24","05","30","5","40","AM","12","0","0","0","0","","PORTSMOUTH","N604.0","39","65","1","1","007","R","NOTR","4","0","6","Y","EY23","1","","2","SOO","601457","003","Y","","","000","","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","3","0","0","0","0","27487","6060","H318","H702","0","0","0","0","H318","2","1","007","33547","","39C145","0","000000","0","1","0","0","2","07","45","","","1","2","","1","","","","231","","2024","0","0","0","0","0","0","SCIOTO","145","","","","N","3649","","UP41 CREW DURING NORMAL SWITCHING OPERATIONS EXPERIENCED A RUN THROUGH SWITCH DUE TO REPETITIVE IMPA","CTS OF LOADED RAIL CARS ON A SWITCH TRACK AND A REVERSE MOVE THROUGH THE PREVIOUSLY RUN THROUGH SWIT","CH CAUSED THREE CARS TO DERAIL.","","","","","","","","","","","","","0","38.744826","-82.941788","2","5","K","L","","KENOVA",
"24","05","CSX","000218104","","","","","24","05","CSX","000218104","","","24","05","16","6","15","PM","12","0","0","0","0","","CINCINNATI","0007.0","39","70","3","1","000","E","","1","0","6","N","IVORDALE","1","0000.0","2","STKX","101094","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","4","0","6","0","0","0","0","1","0","0","4944","1340","H306","","0","0","0","0","H306","2","1","006","127449","","39C061","0","000000","0","0","0","0","0","","","","","1","2","","1","","","","149","","2024","0","0","0","0","0","0","HAMILTON","061","00","00","","N","1500","0","Y59016 FAILED TO PROTECT SHOVE RESULTING IN STRIKING A CUT OF CARS THAT WERE IN THE FOUL AND DERAILI","NG 3 CARS ON Y59016 AND 1 CAR ON THE CUT OF CARS.","","","","","","","","","","","","","","0","39.169004","-84.512104","2","5","","","","CINCINNATI TERMINAL",
"24","05","CSX","000218104","","","","","24","05","CSX","000218104","","","24","05","16","6","15","PM","12","0","0","0","0","","CINCINNATI","0007.0","39","70","3","1","006","E","Y590","1","0","7","Y","YARD LEAD","1","0000.0","2","TILX","263930","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","7","0","23","0","0","0","0","3","0","0","121165","0","H306","","0","0","0","0","H306","2","1","006","127449","","39C061","0","000000","0","1","0","1","0","02","45","02","45","3","2","","1","","","","149","","2024","0","0","0","0","0","0","HAMILTON","061","00","00","","N","2000","3","Y59016 FAILED TO PROTECT SHOVE RESULTING IN STRIKING A CUT OF CARS THAT WERE IN THE FOUL AND DERAILI","NG 3 CARS ON Y59016 AND 1 CAR ON THE CUT OF CARS.","","","","","","","","","","","","","","0","39.169004","-84.512104","2","5","","","","CINCINNATI TERMINAL",
"24","03","IORY","IOR724024D","","","","","24","03","IORY","IOR724024D","","","24","03","05","5","4","PM","01","6","0","0","0","","GEYER","149.63","39","63","2","2","025","R","T521","1","4361","1","Y","SINGLE MAIN TRACK","2","258.46","1","CN","626985","046","N","CN","626985","046","N","3","0","0","0","0","0","0","0","0","0","26","0","24","0","0","2","0","3","0","0","275000","0","E46C","","0","0","0","0","E46C","1","2","025","275000","","39C011","0","000000","0","1","0","1","0","08","04","08","04","1","2","","Cl","","","","628","","2024","0","0","0","0","0","0","AUGLAIZE","011","","","","N","","","AS THE CREW PASSED SANTA FE-NEW KNOXVILLE ROAD, THEY WENT INTO EMERGENCY ON THE MAIN LINE. THE CONDU","CTOR WALKED THE TRAIN TO DETERMINE THE CAUSE AN NOTICED THAT 9 CARS WERE SEPARATED BY A CAR LENGTH.","THE CONDUCTOR DETERMINED THE CAUSE OF THE EMERGENCY WAS A BROKEN KNUCKLE. THE CONDUCTOR PROCEEDED TO","PUT THE TRAIN BACK TOGETHER AND THEN REALIZED THERE WAS AN OFFICER APPROACHING. THE OFFICER ASKED I","F THE CREW WAS OK AND PROCEEDED TO TELL THE CONDUCTOR THAT THERE WERE CARS ON THE GROUND ABOUT 20 CA","R LENGTHS BEHIND THE 9 STAGNANT CARS. UPON WALKING BACK, THE CONDUCTOR NOTICED THERE WERE 5 CARS ON","THE GROUND, ALL TIPPED OVER.","","","","","","","","","0","40.500423","-84.059832","2","2","","","","DT&I MIDDLE",
